name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
永艺股份,家居用品,浙江,51.17,4187.5,10000.0,88412.0,55102.76,23819.73,20287.84,2.03,0.852,5.88,9.9,20150123
康耐特,医疗保健,上海,126.17,14443.62,25008.01,90256.24,56268.31,27302.51,5213.68,0.21,0.17300000000000001,1.95,14.95,20100319
必康股份,化学制药,江苏,41.73,28093.24,153228.39,1686290.0,833779.69,101368.11,489151.31,3.19,0.48,5.25,4.77,20100525
三夫户外,其他商业,北京,535.95,1700.0,6748.06,43983.12,42219.9,1166.85,16877.68,2.5,0.14,5.62,17.11,20151209
盛达矿业,铅锌,北京,72.26,38714.07,72262.52,281391.06,132881.94,12866.25,135986.17,1.88,0.26,3.4,5.68,19960823
天华院,化工机械,山东,1968.38,25560.0,41063.6,182166.86,140481.86,22040.4,158476.55,3.86,0.006,2.92,5.2,20020809
诺力股份,运输设备,浙江,38.98,9302.5,16000.0,140511.81,101994.61,21173.74,23730.0,1.48,0.752,5.93,6.59,20150128
海普瑞,化学制药,深圳,57.73,124720.17,124720.17,1167081.38,579240.25,84320.17,423409.91,3.39,0.244,6.4,2.93,20100506
蓝盾股份,软件服务,广东,90.05,64615.85,117545.59,585791.5,403301.88,51763.15,187181.52,1.59,0.13,2.88,5.06,20120315
永安药业,化学制药,湖北,73.87,15394.5,18700.0,123716.97,59026.55,54065.53,60456.65,3.23,0.27,6.21,4.29,20100305
辰安科技,软件服务,北京,1752.34,2000.0,8000.0,113403.46,79125.65,12515.62,46765.45,5.85,0.08,9.01,16.33,20160726
美邦服饰,服饰,上海,0.0,251250.0,252600.0,672248.44,368462.31,183730.11,20917.95,0.08,-0.061,1.17,3.74,20080828
海默科技,石油开采,甘肃,1690.93,24947.66,38476.57,240973.2,131483.5,21507.3,124436.6,3.23,0.005,4.68,2.62,20100520
三房巷,纺织,江苏,93.27,79724.42,79724.42,168414.77,130704.02,34246.73,5900.81,0.07,0.057,1.56,4.54,20030306
蓝思科技,元器件,湖南,56.75,20557.5,218160.28,2238809.25,811055.5,1096996.88,320686.31,1.47,0.38,6.24,4.41,20150318
天海投资,水运,天津,108.23,197118.23,289933.78,1410270.13,1165215.25,12712.78,1012853.0,3.49,0.07400000000000001,4.26,2.51,19960909
金龙汽车,汽车整车,福建,0.0,44259.71,60673.85,2756316.25,2448114.0,185536.05,112962.57,1.86,-0.168,6.07,2.22,19931108
汇嘉时代,百货,新疆,96.09,6000.0,24000.0,206561.75,40967.32,82675.17,43718.01,1.82,0.29,4.89,6.6,20160506
海格通信,通信设备,广东,80.69,183967.39,214575.17,980125.19,618200.44,119352.57,259425.3,1.21,0.11699999999999999,2.98,4.22,20100831
迪威视讯,通信设备,深圳,0.0,30020.25,30024.0,120213.36,82746.15,3899.87,29839.55,0.99,-0.096,2.23,6.9,20110125
雷柏科技,电脑设备,深圳,456.58,28122.72,28335.27,133258.27,83287.81,28552.84,98770.46,3.49,0.063,4.16,9.2,20110428
海顺新材,广告包装,上海,107.16,1338.0,5338.0,62686.98,41898.46,8869.61,31960.13,5.99,0.95,10.41,12.25,20160204
香梨股份,种植业,新疆,0.0,14770.69,14770.69,31042.44,14353.92,3179.65,22398.22,1.52,-0.031,1.82,16.13,20011226
